smiles,logP,qed,SAS
O=C(C[C@@H]1C(=O)NCC[NH+]1Cc1cccc(F)c1F)NCc1cccc(-n2cccn2)c1,0.7403,0.5158,4.0749
COc1cc(-n2c(N)c(C(=O)NCc3ccccc3)c3nc4ccccc4nc32)cc(OC)c1OC,4.1117,0.3446,2.4015
CCc1ccccc1NC(=O)c1cc(C)cc(F)c1,3.9488,0.8557,1.7127
C[C@@H]1CN(Cc2ccon2)C[C@H](C(N)=O)O1,-0.2508,0.7927,3.6646
Cc1cc(C(=O)CN2C(=O)c3ccccc3S2(=O)=O)c(C)n1CCc1ccc(Cl)cc1,4.0284,0.5057,2.44
C#CCOCC1CCN(C(=O)c2ccc(S(=O)(=O)N3C[C@@H](C)O[C@@H](C)C3)cc2)CC1,1.9865,0.5082,3.2243
CC(C)c1cccc(NC(=O)C2=CC=CN3CCS(=O)(=O)N=C23)c1,2.2461,0.9133,2.7972
C[C@@H]1CCc2nc3ccccc3c(C(=O)OCC(=O)Nc3ccc(C(N)=O)cc3)c2C1,3.254,0.6091,2.6391
COc1ccc2c(ccc[n+]2CC(=O)Nc2cccc(Cl)c2C)c1,3.7364,0.7134,2.3107
O=C([O-])[C@H](c1ccccc1)[NH+]1CCN2C(=O)NC[C@@H]2C1,-2.2301,0.6951,4.8449
Cc1cccc(CC(=O)N2CCC(Cn3ccc4cccnc43)CC2)c1,3.826,0.697,2.2994
COc1ccc(OCc2ccc(/C=N/NC(=O)C(C)(C)C)o2)cc1,3.3634,0.6386,2.2525
COCCC(=O)N1C[C@@H](C)C[C@H]([NH3+])C1,-0.4982,0.6955,3.9033
C/C(=C/CC[NH2+]C(C)C)Cc1cc(Br)cs1,3.3613,0.6013,3.9535
O=[S@@](C[C@@H](O)C(F)(F)F)c1cccc(F)c1,1.8565,0.8435,3.5344
C[C@H]1C[C@@H]1NC(=O)c1ccccc1OCC(N)=O,0.6889,0.8181,2.6125
COc1ccc2[nH]cc(C(=O)N3CCC[C@H](Cn4cc[nH+]c4)C3)c(=O)c2c1,1.7047,0.7681,3.6432
CSc1ccc(C(=O)Nc2cccc(NC(N)=O)c2)cn1,2.5464,0.7546,2.0361
CC(C)CC[C@H](NC(=O)Cn1ccc(=O)n(C)c1=O)c1ccc(Cl)cc1,2.4941,0.8043,2.8049
O=C(Nc1ccc(O[C@@H]2CCOC2)cc1)c1ccc(OCC(F)F)nc1,3.1455,0.8062,2.8175
Cc1ccc(C(=O)Nc2nnc(-c3cccc(S(C)(=O)=O)c3)o2)c(C)c1,3.0092,0.7482,2.1584
CC(=O)N1N/C(=C2/C(=O)NC(=O)N(C3CCCCC3)C2=O)C[C@H]1c1cccs1,2.2112,0.5854,3.3548
CCC(CC)NC(=O)NC[C@@H](C(C)C)[NH+]1CCCC1,1.1775,0.6469,4.3746
Cc1cc(NC(=O)c2cccc(-c3ccoc3)c2)ccc1C(=O)N(C)C,4.2091,0.7376,2.1168
COc1ccc2cc(CNc3ccc(C(N)=O)c(Cl)c3)c(Cl)nc2c1,4.2612,0.6261,2.1972
Cc1ccc(C(=O)Nc2ccc(N3CCn4c(nc5cc(Cl)ccc54)C3)cc2)cc1,5.2706,0.4769,2.1475
Cc1cc(C(=O)NCc2ccccc2)c2c(C)nn(C)c2n1,2.5151,0.8061,1.9428
O=C(CSc1nc2ccccc2c(=O)[nH]1)Nc1ccc(N2CCOCC2)c(Cl)c1,3.1439,0.4708,2.2836
O=C1C[C@@H](C(=O)[O-])C2(CC[NH+](Cc3c[nH]nc3-c3ccc(Cl)cc3)CC2)N1,-0.4664,0.6843,5.2407
Cc1ccc(CN2CCOC[C@H]2C#N)c(C)c1,2.0278,0.7834,2.9438
COC[C@H](NC(=O)Nc1c(C)ccn(C)c1=O)c1ccc(F)c(F)c1,2.4811,0.8685,2.9736
CCc1nnc(NC(=O)CNc2ccc(F)cc2F)s1,2.4293,0.8893,2.1531
Cc1ccc(C(=O)NC(=S)Nc2cc(Br)c([O-])c(Br)c2)cc1,3.7204,0.6757,2.5768
CCc1nc(-c2csc(S(=O)(=O)N3CCC[C@H](C(=O)Nc4c(C)cccc4C)C3)c2)no1,4.0167,0.5579,3.0207
C/C(=N\NC(=O)CCc1c(O)n[nH]c1C)c1cccc([N+](=O)[O-])c1,1.8049,0.4244,2.6544
CN(C)c1ccc(CNS(N)(=O)=O)cc1,0.0457,0.7868,2.0246
CC[NH2+][C@@]1(CO)CCC[C@H]1CCSc1nc(C)cs1,2.0482,0.7614,4.6079
CCOc1cccc([C@@H]([NH3+])C(C)(C)c2ccccc2)c1,3.3461,0.872,2.9083
Cc1ncccc1Oc1c(C[NH2+]C2CC2)c(C)nn1C,1.45,0.9058,3.4766
O[C@@H](CC[C@@H]1COc2ccccc21)c1ccccc1,3.6764,0.8771,2.7789
CCCC[NH2+]Cc1cccc(OC)c1,1.5587,0.6895,3.1051
Cc1ccc(C)c(NC(=O)N2CCN(Cc3cc(=O)n4nc(-c5cccc(F)c5)sc4n3)CC2)c1,3.9236,0.4513,2.503
CCCC[NH+](C)CCn1cc(N)ccc1=O,-0.2547,0.7235,4.155
O=C(COc1cccc[n+]1[O-])N(C1CCCCC1)C1CCCCC1,3.1928,0.6054,2.6854
CC[C@H]1CCC[C@@H](NC(=O)Nc2ccc(NC(C)=O)cc2)C1,3.7353,0.77,2.6131
Cc1cccc(N2CCN(S(=O)(=O)CCCNC(=O)c3cc4ccccc4o3)CC2)c1,3.0131,0.5641,2.2724
NC(=O)COC(=O)c1ccccc1-c1ncc(-c2ccccc2)o1,2.6507,0.7259,2.0608
COc1ccc([C@H](NC(=O)c2ccc3nccnc3c2)C2CCOCC2)cc1,3.5361,0.719,2.7093
Cc1cc(C)n(-c2cc(N3CCC[C@H](C(=O)Nc4ccccc4C(C)C)C3)ncn2)n1,4.2576,0.6429,2.8855
Cc1nc2ccc(N(C)C(=O)Cc3ccc[nH]3)cc2s1,3.1383,0.7926,2.6537
C[NH+]1CCN(C[C@@H](O)c2ccccc2F)CC1,-0.3106,0.7838,3.9325
NC(=O)C1CCN(C(=O)c2cc(-c3cccs3)on2)CC1,1.7406,0.9421,2.278
CC[C@@H](CSC)[NH+](C)CC(=O)Nc1c(C)n[nH]c1C,0.6213,0.7009,4.5729
O=C(NC[C@H]1CC[C@H](C(=O)[O-])O1)c1ccccc1O,-0.5805,0.789,3.3176
CCN[C@](C)(CC[NH+]1CCC(C)(C)C1)C(N)=O,-0.4552,0.6132,4.9398
CC1CCC(N2C[C@@H](C(=O)Oc3ccc4c(c3)CCC(=O)N4)CC2=O)CC1,2.9039,0.6502,2.9774
[NH3+][C@@H](Cc1ccc(F)c(F)c1)c1ccc(F)cc1Br,3.3921,0.8754,3.1624
O=C(/C=N/OCC(=O)Nc1ccc(Cl)cc1)Nc1ccccc1Cl,3.573,0.5912,2.089
NC(=O)CN(CC(N)=O)C(=O)[C@@H]1CCC[NH+](Cc2ccccc2)C1,-1.7193,0.5856,4.1173
N#CCCCC[NH+]1CC2(CCCCC2)C1,1.5293,0.7023,4.3965
Cc1cccc(N2C(=O)c3ccc(C(=O)OCC(=O)Nc4ccc(F)cc4)cc3C2=O)c1C,4.0386,0.4547,2.1208
O=C(COc1ccccc1P(=O)([O-])[O-])N1CCCC1,-0.7732,0.7071,2.7053
O=C(NC[C@@]1(O)CCc2ccccc2C1)c1ccc(Oc2ccccc2)cc1,4.1287,0.6801,2.5669
Cc1cc(CN(C)[C@H]2CCC[NH2+]C2)c2ccccc2n1,1.7008,0.9279,3.651
Cc1ccc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(N2CC[NH+](C)CC2)cc1,1.7566,0.723,2.9128
C[C@H]1[C@H](C(=O)[O-])CC[NH+]1CC(=O)NC(C)(C)C,-2.0557,0.6348,5.2697
CNC(=O)[C@H](C)CN(C)C(=O)C[C@@H]1CCC[C@@H](C)C1,2.0433,0.8332,3.4089
CC(=O)N1CC[C@@H](C[NH+](C)Cc2cccc3cn[nH]c23)C1,0.446,0.8755,4.1781
CN(Cc1ncnn1C)c1cc(Cl)c(C(F)(F)F)cc1[N+](=O)[O-],3.0319,0.6191,2.8092
CCC[NH+](C)C[C@@H]1CCN(C(=O)Nc2ccc(SC)cc2)C1,2.187,0.7903,3.8696
OCCc1cn(C2CC[NH+](Cc3ccc4occc4c3)CC2)nn1,0.9791,0.7434,3.8017
Cc1cn2c(=O)c(S(=O)(=O)NC3CCCCC3)c(C)nc2s1,1.9838,0.9304,2.6818
Cc1cc(C)cc(OCC(=O)N2c3ccccc3C[C@H]2C)c1,3.66,0.8415,2.4592
COc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3ccc4ncsc4c3)CC2)cc1,3.3443,0.6569,2.1536
O=C(/C=C/c1cn(Cc2ccccc2)nc1-c1cccs1)N1CCN(Cc2ccncc2)CC1,4.4125,0.3603,2.4678
C[C@@H]1CCN(C(=O)Nc2ncc(Cc3ccccc3Cl)s2)C[C@@H]1O,3.6219,0.8501,3.1414
COc1cc([C@H]2CC(=O)NC3=C2C(=O)C[C@H](c2ccc(OC)c(OC)c2)C3)ccc1O,3.4223,0.7497,3.1631
COC(=O)c1ccc(C)c(S(=O)(=O)N[C@@H](C)c2cccc(C(F)(F)F)c2)c1,3.8399,0.7488,2.5347
CC1=C(C)/C(=N/C(=N\S(=O)(=O)c2ccccc2)c2ccccc2)C=CC1=O,3.7384,0.4504,2.693
CC[C@H]1CCCC[C@H]1NC(=O)C(=O)Nc1cccc(C)c1,3.0185,0.8309,2.7385
COC(=O)[C@]1(F)CCN(Cc2cnn3c2NCCC3)C1,0.7857,0.8442,3.8617
COc1ncc(C(=O)Nc2ccc(F)cc2)c(C)n1,2.185,0.9222,1.9352
Cc1cc(C)c2c(c1)s/c(=N/C(=O)c1cccc(N3C(=O)CCC3=O)c1)n2C,3.2511,0.6175,2.5801
Cc1ccc(OCc2cccc(C(=O)N(C)c3nccs3)c2)cn1,3.7021,0.6913,2.3261
CSc1nnc(CSc2nnc(-c3ccccc3)n2C)n1-c1ccccc1,4.077,0.4424,2.2349
CCCCCCSc1nnc(-c2ccccc2N)c([O-])n1,2.8668,0.4769,2.798
Cn1cnc(CNC(=O)C(=O)Nc2ccc(Cl)cc2C(F)(F)F)n1,1.7422,0.8212,2.6098
CC(=O)Nc1ccc(C(=O)N2CCN(C(=O)[C@@H]3C[C@@H]3c3ccccc3)CC2)cc1,2.7331,0.8669,2.6775
COc1ccc(-c2cc(F)cc(C(=O)[O-])c2)cc1C,2.1732,0.8511,2.3337
CC(C)([C@H](O)c1c(F)cccc1F)[NH+]1CCCCCC1,2.2357,0.8761,4.1184
N#CCc1ccc(OCC(=O)N2CCC[C@@H](n3cncn3)C2)cc1,1.5867,0.8407,2.872
CCCc1n[nH]c([C@H]2CN(C(=O)CCn3cncn3)CCO2)n1,0.3389,0.8422,3.4115
C[C@@H]1OCC[C@@H]1C(=O)OCc1ccc([N+](=O)[O-])cc1,2.063,0.4748,3.013
O=C(NCC1(O)CCCCCC1)NC1CCC([NH+]2CCCCC2)CC1,1.7509,0.5869,3.6698
CCOc1ccc(CN2C[C@H](C)OC[C@@H]2c2ccccc2)nc1,3.4423,0.8291,3.027
C/C(=N\NC(=O)[C@@H](C)Oc1ccc2ccccc2c1)c1ccc([N+](=O)[O-])cc1,4.0557,0.3836,2.5599
COc1ccccc1NC(=O)[C@H](C)Sc1nncs1,2.666,0.8559,2.5304
CCC([NH3+])(CC)C(=O)N(Cc1c(F)cccc1Cl)C1CC1,2.7708,0.8573,3.0803
CC(C)[NH2+]Cc1cc(Br)ccc1OC[C@H]1CCCO1,2.4787,0.8695,3.5442
Cc1ccn2cc(CSC(=S)N3CCOCC3)nc2c1,2.493,0.7946,2.7392
CC(=O)Nc1cc(NC(=O)N[C@H]2CCc3ccccc32)c(F)cc1F,3.7322,0.7705,2.6014
O=C(CCc1cccs1)NCCc1nc2ccccc2[nH]1,2.9159,0.7287,2.0843
C[C@@]1(C(=O)Nc2ncccc2Br)CCCO1,2.3517,0.908,3.1106
C#CC[NH+](CC(=O)[O-])Cc1cccc2ccccc12,-0.3922,0.7648,4.098
CCc1ccccc1NC(=O)C1CCN(C(=O)[C@@H]2CC(=O)N(c3ccccc3)C2)CC1,3.4792,0.789,2.5198
COC(=O)c1cccc(OCc2c(F)cccc2Cl)c1,3.8447,0.7784,1.7374
C[C@@H]1[C@@H](C)S(=O)(=O)CCN1Cc1cccc(Cl)c1Cl,3.0008,0.8312,3.5564
O=C(NCCc1ccncc1)C1CN(c2nc3c(F)cccc3s2)C1,2.6255,0.7611,2.3186
CC(=O)C[C@H]1CCCC[NH+]1Cc1cccc(O)c1,1.3087,0.8528,4.4141
CCc1nn(C)cc1NC(=O)NCc1ccccc1OCC1CC1,3.093,0.8103,2.3999
CCc1ccc2c(CSc3ccc(Cl)nn3)cc(=O)oc2c1,4.0911,0.5119,2.4393
CCCNC(=O)CN(C)c1ccc([C@H](C)O)c(O)c1,1.4079,0.7352,2.785
CCCCc1ccc([C@H](O)C(F)(F)C(F)F)cc1,3.963,0.7443,2.8929
Cc1cnccc1NC(=O)C/C=C/c1ccc(F)cc1,3.5711,0.8999,2.1556
CC(C)=NOC(=O)Nc1ccc(Cl)cc1C,3.5927,0.4757,2.2194
CC(C)(C)OC(=O)N1CCC[C@H](n2c(C(F)(F)F)nc3ccccc32)C1,4.6271,0.7039,2.8436
C[C@@H]1CCC[C@@H](C)N1C(=O)N1CCC(NC(=O)OC(C)(C)C)CC1,3.3584,0.7816,3.106
CCCn1nc(C)c(CN2CCN(C(=O)c3ccc(Cl)cc3F)CC2)c1C,3.6604,0.7585,2.2299
FC(F)(F)c1cccnc1CN1CCc2ccccc2CC1,3.7012,0.8174,2.1585
CC(=O)Nc1ccc(C)c(NC(=O)NC(C2CC2)C2CC2)c1,3.2635,0.7681,2.1684
Cc1ccc(S(=O)(=O)CCCC(=O)Nc2nc3c(C)c(C)ccc3s2)cc1,4.4142,0.634,2.207
Brc1cccc2c1N[C@H](c1cccnc1)[C@H]1CC=C[C@@H]21,4.6706,0.7359,3.5021
O=C1CSC(=O)N1CCc1ccccc1,1.9245,0.7868,1.9397
Cc1nn(-c2ccccc2)cc1CNc1cncc(-c2nncn2C)c1,2.9833,0.5958,2.5343
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CC(=O)N1CCC[C@H]2CCCC[C@H]21,3.6632,0.7313,3.1314
CCC(C)(C)NC(=O)[C@H](c1ccccc1F)N(C)C,2.7332,0.884,2.676
CCNC(=O)CC[NH2+][C@H](C)Cn1cccn1,-0.6388,0.6759,3.9627
Cc1cccc(NC(=O)c2sc3[nH+]c(N4CCOCC4)c4c(c3c2N)CCCC4)c1,3.5737,0.6583,3.2238
CCN(C[C@@H]1CCOC1)C(=O)Nc1ccc(-c2nnc(C)o2)cc1,2.9353,0.9033,2.807
Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2C[C@H](O)c2ccccc2)cc1,2.3954,0.4755,3.0125
COCc1cccc(N[C@H](C)C(=O)Nc2ccc(C)c(C)c2)c1,3.8889,0.8228,2.2984
Cc1cnc(Cl)nc1NC[C@H](O)c1ccccc1,2.5839,0.8307,2.6194
COCC[C@]1(O)CCN(C(=O)Cc2cccc(OC)c2)C[C@H]1C,1.8737,0.8744,3.119
CC[C@H](NC(=O)CN1C[C@H](C)OC[C@@H]1C)c1ccc(Cl)cc1,3.0165,0.8952,3.1611
C[C@@H]1CN(CC(=O)Nc2cccc(S(N)(=O)=O)c2)C[C@H](C)O1,0.3817,0.8506,2.7808
O=C(CN1CCOCC1)N1CCC[C@H](c2nnc(-c3nccc4ccccc34)o2)C1,2.323,0.657,2.9648
CCOC(=O)NC(=O)COC(=O)c1ccc(F)cc1F,1.3943,0.8552,1.9476
COc1ccccc1OCc1nc2ccc([N+](=O)[O-])cc2[nH]1,3.0587,0.5706,2.0239
CN(Cc1ccc(-n2cncn2)cc1)C[C@@H]1CCC[NH+](C)C1,0.6238,0.8961,4.0168
C[C@H]1CN(C(=O)[C@@H]2CCCC[NH+]2C)C[C@H](C)S1,0.406,0.7515,5.1751
CC1(C)CCC[C@H](C[NH+]2CCC[C@@H]2C2CCCC2)[C@@H]1O,2.4111,0.8153,5.0211
c1cc2c(cc1[C@H]1OCC[C@H]1C[NH2+]C1CC1)CCO2,1.4249,0.8976,4.2715
Fc1ccccc1C1=NN=C2CCN(Cc3cccn3-c3nccs3)C[C@H]21,3.7537,0.6728,3.546
Cc1cccc(C(=O)/C=C/c2ccc(F)cc2)c1,4.0302,0.5634,1.6902
Cc1ccc(NCc2cc(F)c(O)c(F)c2)c(C)c1,3.8993,0.8509,2.0259
CCCOC[C@H]([NH2+]CC)c1cscc1Br,2.5616,0.7666,4.532
Cc1nnsc1C(=O)Nc1ccc(C[NH+]2CCS(=O)(=O)CC2)cc1,-0.0879,0.812,3.6034
Cc1cc(NC(=O)CNc2cc(F)ccc2Cl)n(C)n1,2.5716,0.9094,2.1353
C[NH+](Cc1cc2c(cc1Cl)OCO2)C[C@H]1CC(=O)N(C2CCCC2)C1,1.8745,0.8715,4.086
COc1ccc([C@H](O)[C@@H](C)NC(=O)Nc2ccc(-n3cccn3)cc2)cc1,3.1245,0.6171,2.8407
CC(C)CNC(=O)c1sc2cc(Cl)ccc2c1Cl,4.5939,0.8432,2.0615
CN(Cc1nccs1)C(=O)NC[C@H](Cc1ccccc1)[NH+](C)C,1.0403,0.8063,3.6329
Cn1nc(C(=O)N2CCSCC2)cc1NC(=O)c1ccccc1,1.8614,0.9388,2.2396
Cc1ccc(C(=O)NC(=S)Nc2cccc(CO)c2)cc1,2.6141,0.7604,1.7493
Cc1nc(-c2ccccc2Br)cc([C@H]2C[NH+]3CC[C@@H]2C[C@@H]3CNC(=O)c2ccco2)n1,2.9982,0.5808,5.2839
Cc1[nH+]ccn1CCCCNC(=O)/C=C/c1ccnc(Cl)c1,2.2688,0.4843,3.4224
C[C@H](NC(=O)c1ccn(-c2ccc([N+](=O)[O-])cc2)n1)C(C)(C)C[NH+](C)C,1.0695,0.578,3.6942
NC(=O)C[NH+]1CCC(NC(=O)NCc2ccc(Cl)s2)CC1,-0.2667,0.6189,3.6951
Fc1ccc(N2CCn3c(SC/C=C/c4ccccc4)nnc32)cc1,4.3744,0.6115,2.4272
CN(CC[NH+]1CCCC1)CC(=O)NC1CCN(C(=O)C2CCCCC2)CC1,0.2844,0.684,3.3714
Cc1ccc2oc(=O)c3cnn(CC(=O)Nc4cc(C)on4)c3c2c1,2.3862,0.5756,2.5141
COCc1cc(C(=O)Nc2ccc(OC[C@@H]3CCCO3)cc2)ccc1F,3.7822,0.7929,2.4508
CC[NH2+][C@H](Cc1cccc(F)c1)[C@H]1CCO[C@@H]1C,1.7451,0.8549,4.364
CC(C)(C)NC(=O)CSc1nc2ccccc2n1-c1ccccc1,4.0323,0.7037,1.9619
Cc1ccc2nc(Cl)c(/C=N/n3c(C)nnc3C)cc2c1,3.2872,0.5296,2.6028
COc1ccc(NC(=O)NNC(=O)c2ccc3ccccc3c2O)c(OC)c1,3.0291,0.5139,2.0649
Cc1ccc(OC(=O)C2CCN(C(=O)c3ccc(F)cc3)CC2)c(C)c1,3.9003,0.5992,1.9056
COc1cc(Cc2nc(Cc3ccc(F)cc3)no2)ccc1C,3.7073,0.7003,2.0534
CCC[NH+](CN1CCCCC1=O)[C@@H](C)C(=O)Nc1ccccc1,1.2785,0.8048,3.801
CCc1ccc(CN(Cc2cccnc2)C(=O)/C=C/c2ccccc2)cc1,4.8862,0.5406,2.0251
c1ccc(-c2cc3c(ncn4c(-c5ccccc5)nnc34)s2)cc1,4.673,0.4517,2.2385
O=C(c1cnc2ccc(Cl)cc2c1NCc1cccc(Br)c1)N1CCCCC1,5.8889,0.5229,2.1909
O=C1N=C(SCC(=O)N2CCN(c3ccc(F)cc3)CC2)N=C2CCN(Cc3ccccc3)C[C@@H]12,3.0668,0.633,3.2516
CNC(=O)[C@@H](C)CN(C)C(=O)[C@H](C)n1nnc(-c2ccccc2)n1,0.7416,0.8574,3.2298
C[NH2+]CC1CC(O[C@H]2CCOC3(CCCC3)C2)C1,1.4666,0.8325,4.706
CCN(c1ccccc1OC)C(F)(F)F,3.0413,0.7161,2.4615
CC[C@@H](C(=O)NCc1cccnc1)N(c1ccccc1F)S(C)(=O)=O,2.0817,0.8182,2.7563
CCOC(=O)C1C(C)=NC2=C(C(=O)CCC2)[C@H]1c1ccccc1C(F)(F)F,4.4499,0.6979,3.2639
CCS[C@H]1N=N/C(=N\C(=O)[C@H](Cc2ccccc2)n2cnnn2)S1,2.5752,0.7823,4.2697
CC(C)C[C@H](CNc1cccc(F)c1C#N)CC(=O)[O-],1.9116,0.8306,3.3065
Cc1cc(Cl)cnc1NC(=O)c1ccco1,2.8887,0.8654,2.0833
c1ccc(-n2ncc3c2ncn2nc(-c4ccc(-n5cccc5)cc4)nc32)cc1,3.9209,0.4532,2.4633
N#Cc1ccc(C[NH+]2CCC[C@H]2c2ccc3c(c2)OCO3)o1,1.8,0.9449,4.5352
CCCC(=O)N[C@H]1CCC[NH+](CN2C(=O)[C@H]3CC[C@@H]2C3)C1,-0.0816,0.7677,5.4797
Cc1nn(C)c(C)c1NC(=O)CN(c1ccccc1F)C1CCCC1,3.5637,0.8803,2.3755
COc1cc(OC)c(C2=NO[C@@H](C(=O)Nc3cnn(C45CC6CC(CC(C6)C4)C5)c3)C2)cc1Cl,4.6107,0.6179,4.5523
COc1ccc(F)cc1NC(=O)c1cc(C)nc2onc(C)c12,3.2396,0.7898,2.1505
O=C(NCc1ccon1)c1ccnc(OC2CCC2)c1,1.9309,0.9055,2.4906
COc1ccc(-n2ccc(CNC(=O)c3cc(-c4csc(C)n4)c[nH]3)n2)cc1,3.5709,0.5117,2.499
COc1ccc(/C=N/NC(=O)CSc2nc3ccccc3s2)cc1C,3.8557,0.3931,2.1711
Cc1[nH]c2ccc(C(=O)O[C@@H](C)C(=O)Nc3ccc(Cl)cn3)cc2c1C,4.0171,0.6541,2.6647
Cc1nn(-c2ccccc2)c2sc(C(=O)OCC(=O)NC(=O)NC(C)(C)C)cc12,3.1765,0.6294,2.3919
Cc1ccc(NC(=O)Nc2cc(Br)c(=O)n(C)c2)cc1,3.1002,0.874,2.0689
Cc1ccccc1NC(=O)NNC(=O)/C=C\c1cccc(Cl)c1,3.5145,0.5818,1.9974
C[NH2+][C@H](CCO)c1cccnc1Cl,0.3517,0.7068,4.0673
CCS(=O)(=O)c1cccc(C(=O)Nc2nc3c(Cl)cccc3s2)c1,3.9956,0.7157,2.1056
CC(C)C(=O)N(C)CCC1CCN(c2cc[nH+]cc2)CC1,2.2216,0.8359,3.3868
Cc1nc2nc(CSc3nnc(N)s3)cc([O-])n2n1,0.2323,0.6987,3.3633
C#Cc1c(C#N)ncn1[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-1.6524,0.5741,4.1818
CNC(=O)NC(=O)CCSc1csc(C(=O)[O-])c1,0.0494,0.7663,3.1385
Cc1ccc2nc([C@H]3CCCN3C(=O)NC[C@H](CCO)CC(C)C)[nH]c2c1,3.7625,0.6717,3.2958
COc1ccc(-c2ccc(C(=O)NCc3n[nH]c(=S)n3C)c(F)c2)c(F)c1,3.3615,0.6432,2.3706
C[C@H]1C[NH+]2CCCC[C@@H]2CN1c1cccc(Cl)c1,1.9859,0.8204,4.5917
CN1C(=O)CC[C@@H](Nc2ncc(Cl)cc2F)C1=O,1.4334,0.8353,2.9903
Cc1ccc(OCCNC(=O)c2cc(F)ccc2F)cc1,3.082,0.8493,1.6863
Cc1cc(NC(=O)NCc2nccn2Cc2ccccc2)c2ncccc2c1,4.1097,0.5336,2.2285
CCOc1ccc([C@H](O)[C@H](C)c2ccccn2)cc1,3.3174,0.8772,2.7076
Cc1ccc(O[C@H](C)C(=O)Nc2ccon2)cc1C,2.6974,0.9135,2.5621
Cn1cc(C(=O)N2CCCCCC2)cc(NC(=O)COc2ccc(Cl)cc2)c1=O,3.0724,0.8005,2.116
Cc1nn(CN2CCN(c3cccc(Cl)c3)CC2)c(=S)n1Cc1ccccc1,4.2039,0.5627,2.2544
FC(F)(F)c1cccc(C[NH2+][C@@H]2CCOC3(CCC3)C2)c1,2.8705,0.9054,4.3228
COc1ccc(F)c(NC(=O)c2c(C)c3ccccc3oc2=O)c1,3.5014,0.7308,2.0482
COC(=O)[C@H](c1ccc(C#N)cc1)N1CCC[C@@H]([C@H](C)O)C1,1.8652,0.865,3.3269
Cc1n[nH]c(C)c1CCOC(=O)[C@H]1CCc2cn[nH]c2C1,1.6404,0.8448,3.3839
Cc1nn(C)c(C[NH2+][C@@H]2CCCC2(C)C)c1Cl,2.024,0.8867,4.2543
CCNC(=O)N1CC[C@H](NC(=O)N2CCOC[C@H]2C2CC2)C1,0.6106,0.8169,3.3024
COc1cccc2c1OC[C@H](NC(=O)N[C@@H](C)[C@H]1CCCO1)C2,1.8654,0.8942,3.4321
CCNC(=O)COC(=O)c1ccccc1C(=O)c1ccc(Cl)cc1,2.8639,0.6403,1.7867
COc1cccc(NC(=O)C(=O)NCc2ccc3c(c2)OCO3)c1,1.6788,0.8409,1.9195
C[C@H]1C[C@H](NC(=O)NCCn2cccc2)C(=O)N1c1ccccc1,1.9813,0.8869,3.2053
CNS(=O)(=O)c1ccc(Cl)c(C(=O)N2CCc3ccccc32)c1,2.451,0.9238,2.0286
C[C@H]1CCC[C@@H](NC(=O)C(=O)Nc2ccc(Oc3ccc(F)cc3)nc2)C1,3.6464,0.7831,2.9036
COc1ccccc1NS(=O)(=O)c1ccc(C)c(C(=O)NCc2ccc(Cl)cc2)c1,4.3878,0.5417,1.8983
CC[C@@](C)(O)[C@@H](O)C(=O)OC[C@@H]1CC[N+]2([O-])CCC[C@H]12,0.5484,0.4462,5.0047
CCC(=O)Nc1c(C(=O)N2CCN(c3ccc(F)cc3)CC2)oc2ccccc12,3.8828,0.7044,2.1358
COc1ccc(C[NH+](C)CC(=O)N(C)[C@H](C)c2ccc(F)c(F)c2)cc1,2.2077,0.8208,3.6756
Cc1nc(-c2ccccn2)sc1C(=O)Nc1nc2c(s1)C[NH+](Cc1ccccc1)CC2,3.3635,0.4818,3.7358
CN(C)c1ccc(C(F)(F)F)cc1NC(=O)/C=C/c1ccc2c(c1)OCO2,4.152,0.781,2.3667
[NH3+]CC1(Cc2nc([C@@H]3CSCCO3)no2)CCCCC1,1.609,0.9216,4.2048
C[C@@H]1CCc2c(F)cccc2[C@@H]1NC(=O)c1cccc(OCC(N)=O)c1,2.7432,0.8597,3.0751
Cc1cc(C)c(C(=O)N[C@H]2CCCN(c3ccc(C(F)(F)F)cn3)C2)[nH]1,3.4441,0.8564,2.9622
COc1ccc([C@@H](C[NH2+][C@H]2C[C@H]3CC=C[C@@H]32)[NH+](C)C)cc1OC,0.4174,0.7307,5.13
CC[C@H]1CCCN(C(=O)c2cc(C)n(-c3nccs3)c2C)C1,3.8128,0.8366,2.8351
O=C(Cl)c1ccc(F)c(S(=O)(=O)N2CCOCC2)c1,1.2256,0.7973,2.1521
C[C@H](COc1ccccc1C(=O)[O-])C(N)=O,-0.4497,0.7578,2.9684
C[C@H](NC(=O)c1cc2ccccc2c(=O)[nH]1)c1cccc(C#N)c1,2.8908,0.7723,2.5755
Cn1c(=O)c(N2CCC[C@H](C(=O)NCCCc3ccccc3)C2)nc2ccccc21,2.8989,0.6365,2.5779
Cc1cc(C(=O)[O-])c2cc([C@H](N)C(F)(F)F)ccc2n1,1.4688,0.9137,3.3049
CCn1cc([C@@H](O)[C@H]2CCOC3(CCSCC3)C2)cn1,2.6288,0.9283,4.4458
